Hospital,City,State,deathCause,deathRate
JEFFERSON HEALTHCARE HOSPITAL,PORT TOWNSEND,WA,pneumonia,12.7
OKANOGAN-DOUGLAS DISTRICT HOSPITAL,BREWSTER,WA,heart attack,
OKANOGAN-DOUGLAS DISTRICT HOSPITAL,BREWSTER,WA,heart failure,
OKANOGAN-DOUGLAS DISTRICT HOSPITAL,BREWSTER,WA,pneumonia,11.4
FORKS COMMUNITY HOSPITAL,FORKS,WA,heart attack,
FORKS COMMUNITY HOSPITAL,FORKS,WA,heart failure,
FORKS COMMUNITY HOSPITAL,FORKS,WA,pneumonia,12.2
PROVIDENCE MOUNT CARMEL HOSPITAL,COLVILLE,WA,heart attack,
PROVIDENCE MOUNT CARMEL HOSPITAL,COLVILLE,WA,heart failure,13.4
PROVIDENCE MOUNT CARMEL HOSPITAL,COLVILLE,WA,pneumonia,11.9
WHITMAN HOSPITAL AND MEDICAL CENTER,COLFAX,WA,heart attack,
WHITMAN HOSPITAL AND MEDICAL CENTER,COLFAX,WA,heart failure,13
WHITMAN HOSPITAL AND MEDICAL CENTER,COLFAX,WA,pneumonia,15.3
MID VALLEY HOSPITAL,OMAK,WA,heart attack,
MID VALLEY HOSPITAL,OMAK,WA,heart failure,16.7
MID VALLEY HOSPITAL,OMAK,WA,pneumonia,14.1
UNITED GENERAL HOSPITAL,SEDRO WOOLLEY,WA,heart attack,
UNITED GENERAL HOSPITAL,SEDRO WOOLLEY,WA,heart failure,14.4
UNITED GENERAL HOSPITAL,SEDRO WOOLLEY,WA,pneumonia,13.3
SUNNYSIDE COMMUNITY HOSPITAL,SUNNYSIDE,WA,heart attack,
SUNNYSIDE COMMUNITY HOSPITAL,SUNNYSIDE,WA,heart failure,11.5
SUNNYSIDE COMMUNITY HOSPITAL,SUNNYSIDE,WA,pneumonia,13.2
PULLMAN REGIONAL HOSPITAL,PULLMAN,WA,heart attack,
PULLMAN REGIONAL HOSPITAL,PULLMAN,WA,heart failure,13.5
PULLMAN REGIONAL HOSPITAL,PULLMAN,WA,pneumonia,14.4
TRI-STATE MEMORIAL HOSPITAL,CLARKSTON,WA,heart attack,
TRI-STATE MEMORIAL HOSPITAL,CLARKSTON,WA,heart failure,13.1
TRI-STATE MEMORIAL HOSPITAL,CLARKSTON,WA,pneumonia,12.1
KITTITAS VALLEY COMMUNITY HOSPITAL,ELLENSBURG,WA,heart attack,
KITTITAS VALLEY COMMUNITY HOSPITAL,ELLENSBURG,WA,heart failure,10.7
KITTITAS VALLEY COMMUNITY HOSPITAL,ELLENSBURG,WA,pneumonia,12.6
LAKE CHELAN COMMUNITY HOSPITAL,CHELAN,WA,heart attack,
LAKE CHELAN COMMUNITY HOSPITAL,CHELAN,WA,heart failure,
LAKE CHELAN COMMUNITY HOSPITAL,CHELAN,WA,pneumonia,12.6
ST ELIZABETH HOSPITAL,ENUMCLAW,WA,heart attack,
ST ELIZABETH HOSPITAL,ENUMCLAW,WA,heart failure,12
ST ELIZABETH HOSPITAL,ENUMCLAW,WA,pneumonia,10.5
MASON GENERAL HOSPITAL & FAMILY OF CLINICS,SHELTON,WA,heart attack,
MASON GENERAL HOSPITAL & FAMILY OF CLINICS,SHELTON,WA,heart failure,15
MASON GENERAL HOSPITAL & FAMILY OF CLINICS,SHELTON,WA,pneumonia,11.3
LOURDES MEDICAL CENTER,PASCO,WA,heart attack,
LOURDES MEDICAL CENTER,PASCO,WA,heart failure,16.4
LOURDES MEDICAL CENTER,PASCO,WA,pneumonia,10.3
SNOQUALMIE VALLEY HOSPITAL,SNOQUALMIE,WA,heart attack,
SNOQUALMIE VALLEY HOSPITAL,SNOQUALMIE,WA,heart failure,
SNOQUALMIE VALLEY HOSPITAL,SNOQUALMIE,WA,pneumonia,11.9
WHIDBEY GENERAL HOSPITAL,COUPEVILLE,WA,heart attack,
WHIDBEY GENERAL HOSPITAL,COUPEVILLE,WA,heart failure,10.4
WHIDBEY GENERAL HOSPITAL,COUPEVILLE,WA,pneumonia,11.7
SEATTLE CHILDREN'S HOSPITAL,SEATTLE,WA,heart attack,
SEATTLE CHILDREN'S HOSPITAL,SEATTLE,WA,heart failure,
SEATTLE CHILDREN'S HOSPITAL,SEATTLE,WA,pneumonia,
WEST VIRGINIA UNIVERSITY HOSPITALS,MORGANTOWN,WV,heart attack,15.4
WEST VIRGINIA UNIVERSITY HOSPITALS,MORGANTOWN,WV,heart failure,11.3
WEST VIRGINIA UNIVERSITY HOSPITALS,MORGANTOWN,WV,pneumonia,13
GREENBRIER VALLEY MEDICAL CENTER,RONCEVERTE,WV,heart attack,15.9
GREENBRIER VALLEY MEDICAL CENTER,RONCEVERTE,WV,heart failure,9.8
GREENBRIER VALLEY MEDICAL CENTER,RONCEVERTE,WV,pneumonia,9.9
UNITED HOSPITAL CENTER,BRIDGEPORT,WV,heart attack,16.4
UNITED HOSPITAL CENTER,BRIDGEPORT,WV,heart failure,13.6
UNITED HOSPITAL CENTER,BRIDGEPORT,WV,pneumonia,13.1
ST MARY'S MEDICAL CENTER,HUNTINGTON,WV,heart attack,14.5
ST MARY'S MEDICAL CENTER,HUNTINGTON,WV,heart failure,13.4
ST MARY'S MEDICAL CENTER,HUNTINGTON,WV,pneumonia,15
CITY HOSPITAL,MARTINSBURG,WV,heart attack,17.1
CITY HOSPITAL,MARTINSBURG,WV,heart failure,12.4
CITY HOSPITAL,MARTINSBURG,WV,pneumonia,11.9
PLEASANT VALLEY HOSPITAL,POINT PLEASANT,WV,heart attack,15.1
PLEASANT VALLEY HOSPITAL,POINT PLEASANT,WV,heart failure,12.7
PLEASANT VALLEY HOSPITAL,POINT PLEASANT,WV,pneumonia,14.1
REYNOLDS MEMORIAL HOSPITAL,GLEN DALE,WV,heart attack,17.9
REYNOLDS MEMORIAL HOSPITAL,GLEN DALE,WV,heart failure,12.1
REYNOLDS MEMORIAL HOSPITAL,GLEN DALE,WV,pneumonia,15.6
JACKSON GENERAL HOSPITAL,RIPLEY,WV,heart attack,14.5
JACKSON GENERAL HOSPITAL,RIPLEY,WV,heart failure,9.9
JACKSON GENERAL HOSPITAL,RIPLEY,WV,pneumonia,13.9
CHARLESTON AREA MEDICAL CENTER,CHARLESTON,WV,heart attack,14.6
CHARLESTON AREA MEDICAL CENTER,CHARLESTON,WV,heart failure,10.4
CHARLESTON AREA MEDICAL CENTER,CHARLESTON,WV,pneumonia,11.7
WEIRTON MEDICAL CENTER,WEIRTON,WV,heart attack,15.4
WEIRTON MEDICAL CENTER,WEIRTON,WV,heart failure,10.2
WEIRTON MEDICAL CENTER,WEIRTON,WV,pneumonia,9
MONONGALIA COUNTY GENERAL HOSPITAL,MORGANTOWN,WV,heart attack,14.4
MONONGALIA COUNTY GENERAL HOSPITAL,MORGANTOWN,WV,heart failure,11.1
MONONGALIA COUNTY GENERAL HOSPITAL,MORGANTOWN,WV,pneumonia,10.7
THOMAS MEMORIAL HOSPITAL,SOUTH CHARLESTON,WV,heart attack,18.2
THOMAS MEMORIAL HOSPITAL,SOUTH CHARLESTON,WV,heart failure,12.3
THOMAS MEMORIAL HOSPITAL,SOUTH CHARLESTON,WV,pneumonia,16.1
BECKLEY VA MEDICAL CENTER,BECKLEY                       ,WV,heart attack,
BECKLEY VA MEDICAL CENTER,BECKLEY                       ,WV,heart failure,9.8
BECKLEY VA MEDICAL CENTER,BECKLEY                       ,WV,pneumonia,9.3
DAVIS MEMORIAL HOSPITAL,ELKINS,WV,heart attack,14.5
DAVIS MEMORIAL HOSPITAL,ELKINS,WV,heart failure,11.9
DAVIS MEMORIAL HOSPITAL,ELKINS,WV,pneumonia,12.7
ST FRANCIS HOSPITAL,CHARLESTON,WV,heart attack,15.5
ST FRANCIS HOSPITAL,CHARLESTON,WV,heart failure,12.4
ST FRANCIS HOSPITAL,CHARLESTON,WV,pneumonia,11.2
STONEWALL JACKSON MEM HOSP,WESTON,WV,heart attack,15.5
STONEWALL JACKSON MEM HOSP,WESTON,WV,heart failure,11.5
STONEWALL JACKSON MEM HOSP,WESTON,WV,pneumonia,12.5
OHIO VALLEY MEDICAL CENTER,WHEELING,WV,heart attack,15.3
OHIO VALLEY MEDICAL CENTER,WHEELING,WV,heart failure,14.3
OHIO VALLEY MEDICAL CENTER,WHEELING,WV,pneumonia,9.8
CLARKSBURG VA MEDICAL CENTER,CLARKSBURG                    ,WV,heart attack,16.1
CLARKSBURG VA MEDICAL CENTER,CLARKSBURG                    ,WV,heart failure,10.2
CLARKSBURG VA MEDICAL CENTER,CLARKSBURG                    ,WV,pneumonia,12.4
PRINCETON COMMUNITY HOSPITAL,PRINCETON,WV,heart attack,17.4
PRINCETON COMMUNITY HOSPITAL,PRINCETON,WV,heart failure,10.5
PRINCETON COMMUNITY HOSPITAL,PRINCETON,WV,pneumonia,10.9
FAIRMONT GENERAL HOSPITAL,FAIRMONT,WV,heart attack,15.2
FAIRMONT GENERAL HOSPITAL,FAIRMONT,WV,heart failure,9.5
FAIRMONT GENERAL HOSPITAL,FAIRMONT,WV,pneumonia,11.7
LOGAN REGIONAL MEDICAL CENTER,LOGAN,WV,heart attack,15.4
LOGAN REGIONAL MEDICAL CENTER,LOGAN,WV,heart failure,11.1
LOGAN REGIONAL MEDICAL CENTER,LOGAN,WV,pneumonia,10.8
HUNTINGTON VA MEDICAL CENTER,HUNTINGTON                    ,WV,heart attack,16.2
HUNTINGTON VA MEDICAL CENTER,HUNTINGTON                    ,WV,heart failure,12.2
HUNTINGTON VA MEDICAL CENTER,HUNTINGTON                    ,WV,pneumonia,14.5
WHEELING HOSPITAL,WHEELING,WV,heart attack,16.4
WHEELING HOSPITAL,WHEELING,WV,heart failure,12.1
WHEELING HOSPITAL,WHEELING,WV,pneumonia,13.3
ST JOSEPH HOSPITAL,BUCKHANNON,WV,heart attack,
ST JOSEPH HOSPITAL,BUCKHANNON,WV,heart failure,12
ST JOSEPH HOSPITAL,BUCKHANNON,WV,pneumonia,14.4
CABELL-HUNTINGTON HOSPITAL INC,HUNTINGTON,WV,heart attack,15.5
CABELL-HUNTINGTON HOSPITAL INC,HUNTINGTON,WV,heart failure,11.4
CABELL-HUNTINGTON HOSPITAL INC,HUNTINGTON,WV,pneumonia,14.4
CAMDEN CLARK MEDICAL CENTER,PARKERSBURG,WV,heart attack,15.3
CAMDEN CLARK MEDICAL CENTER,PARKERSBURG,WV,heart failure,11.5
CAMDEN CLARK MEDICAL CENTER,PARKERSBURG,WV,pneumonia,11.1
CHARLESTON SURGICAL HOSPITAL,CHARLESTON,WV,heart attack,
CHARLESTON SURGICAL HOSPITAL,CHARLESTON,WV,heart failure,
CHARLESTON SURGICAL HOSPITAL,CHARLESTON,WV,pneumonia,
MARTINSBURG VA MEDICAL CENTER,MARTINSBURG                   ,WV,heart attack,15.8
MARTINSBURG VA MEDICAL CENTER,MARTINSBURG                   ,WV,heart failure,10.5
MARTINSBURG VA MEDICAL CENTER,MARTINSBURG                   ,WV,pneumonia,9.1
BECKLEY ARH HOSPITAL,BECKLEY,WV,heart attack,17.2
BECKLEY ARH HOSPITAL,BECKLEY,WV,heart failure,12.1
BECKLEY ARH HOSPITAL,BECKLEY,WV,pneumonia,12.4
RALEIGH GENERAL HOSPITAL,BECKLEY,WV,heart attack,15.5
RALEIGH GENERAL HOSPITAL,BECKLEY,WV,heart failure,12.1
RALEIGH GENERAL HOSPITAL,BECKLEY,WV,pneumonia,11.6
BLUEFIELD REGIONAL MEDICAL CENTER,BLUEFIELD,WV,heart attack,15.6
BLUEFIELD REGIONAL MEDICAL CENTER,BLUEFIELD,WV,heart failure,10.8
BLUEFIELD REGIONAL MEDICAL CENTER,BLUEFIELD,WV,pneumonia,11
WETZEL COUNTY HOSPITAL,NEW MARTINSVILLE,WV,heart attack,16.7
WETZEL COUNTY HOSPITAL,NEW MARTINSVILLE,WV,heart failure,11.8
WETZEL COUNTY HOSPITAL,NEW MARTINSVILLE,WV,pneumonia,11.7
WILLIAMSON MEMORIAL HOSPITAL,WILLIAMSON,WV,heart attack,15.8
WILLIAMSON MEMORIAL HOSPITAL,WILLIAMSON,WV,heart failure,12.3
WILLIAMSON MEMORIAL HOSPITAL,WILLIAMSON,WV,pneumonia,14.5
SUMMERSVILLE REGIONAL MEDICAL CENTER,SUMMERSVILLE,WV,heart attack,
SUMMERSVILLE REGIONAL MEDICAL CENTER,SUMMERSVILLE,WV,heart failure,11.6
SUMMERSVILLE REGIONAL MEDICAL CENTER,SUMMERSVILLE,WV,pneumonia,12.3
CAMC TEAYS VALLEY HOSPITAL,HURRICANE,WV,heart attack,15.1
CAMC TEAYS VALLEY HOSPITAL,HURRICANE,WV,heart failure,12.4
CAMC TEAYS VALLEY HOSPITAL,HURRICANE,WV,pneumonia,10.9
WELCH COMMUNITY HOSPITAL,WELCH,WV,heart attack,
WELCH COMMUNITY HOSPITAL,WELCH,WV,heart failure,
WELCH COMMUNITY HOSPITAL,WELCH,WV,pneumonia,15.4
"BROADDUS HOSPITAL ASSOCIATION, INC",PHILIPPI,WV,heart attack,
"BROADDUS HOSPITAL ASSOCIATION, INC",PHILIPPI,WV,heart failure,
"BROADDUS HOSPITAL ASSOCIATION, INC",PHILIPPI,WV,pneumonia,11
WEBSTER COUNTY MEMORIAL HOSPITAL,WEBSTER SPRINGS,WV,heart attack,
WEBSTER COUNTY MEMORIAL HOSPITAL,WEBSTER SPRINGS,WV,heart failure,
WEBSTER COUNTY MEMORIAL HOSPITAL,WEBSTER SPRINGS,WV,pneumonia,11.5
MINNIE HAMILTON HEALTH CARE CENTER,GRANTSVILLE,WV,heart attack,
MINNIE HAMILTON HEALTH CARE CENTER,GRANTSVILLE,WV,heart failure,
MINNIE HAMILTON HEALTH CARE CENTER,GRANTSVILLE,WV,pneumonia,
SISTERSVILLE GENERAL HOSPITAL,SISTERSVILLE,WV,heart attack,
SISTERSVILLE GENERAL HOSPITAL,SISTERSVILLE,WV,heart failure,
SISTERSVILLE GENERAL HOSPITAL,SISTERSVILLE,WV,pneumonia,13.3
ROANE GENERAL HOSPITAL,SPENCER,WV,heart attack,
ROANE GENERAL HOSPITAL,SPENCER,WV,heart failure,
ROANE GENERAL HOSPITAL,SPENCER,WV,pneumonia,15.6
GRAFTON CITY HOSPITAL,GRAFTON,WV,heart attack,
GRAFTON CITY HOSPITAL,GRAFTON,WV,heart failure,12.3
GRAFTON CITY HOSPITAL,GRAFTON,WV,pneumonia,12.5
BRAXTON COUNTY MEMORIAL HOSPITAL,GASSAWAY,WV,heart attack,
BRAXTON COUNTY MEMORIAL HOSPITAL,GASSAWAY,WV,heart failure,11
BRAXTON COUNTY MEMORIAL HOSPITAL,GASSAWAY,WV,pneumonia,12.9
WAR MEMORIAL HOSPITAL INC,BERKELEY SPRINGS,WV,heart attack,
WAR MEMORIAL HOSPITAL INC,BERKELEY SPRINGS,WV,heart failure,12.9
WAR MEMORIAL HOSPITAL INC,BERKELEY SPRINGS,WV,pneumonia,11
SUMMERS COUNTY ARH HOSPITAL,HINTON,WV,heart attack,
SUMMERS COUNTY ARH HOSPITAL,HINTON,WV,heart failure,11.5
SUMMERS COUNTY ARH HOSPITAL,HINTON,WV,pneumonia,11.7
HAMPSHIRE MEMORIAL HOSPITAL,ROMNEY,WV,heart attack,
HAMPSHIRE MEMORIAL HOSPITAL,ROMNEY,WV,heart failure,10.9
HAMPSHIRE MEMORIAL HOSPITAL,ROMNEY,WV,pneumonia,12.3
PRESTON MEMORIAL HOSPITAL,KINGWOOD,WV,heart attack,
PRESTON MEMORIAL HOSPITAL,KINGWOOD,WV,heart failure,12.5
PRESTON MEMORIAL HOSPITAL,KINGWOOD,WV,pneumonia,13.2
BOONE MEMORIAL HOSPITAL,MADISON,WV,heart attack,
BOONE MEMORIAL HOSPITAL,MADISON,WV,heart failure,11.3
BOONE MEMORIAL HOSPITAL,MADISON,WV,pneumonia,9.8
POCAHONTAS MEMORIAL HOSPITAL,BUCKEYE,WV,heart attack,
POCAHONTAS MEMORIAL HOSPITAL,BUCKEYE,WV,heart failure,
POCAHONTAS MEMORIAL HOSPITAL,BUCKEYE,WV,pneumonia,
POTOMAC VALLEY HOSPITAL,KEYSER,WV,heart attack,15.3
POTOMAC VALLEY HOSPITAL,KEYSER,WV,heart failure,10.7
POTOMAC VALLEY HOSPITAL,KEYSER,WV,pneumonia,12.2
GRANT MEMORIAL HOSPITAL,PETERSBURG,WV,heart attack,
GRANT MEMORIAL HOSPITAL,PETERSBURG,WV,heart failure,12.8
GRANT MEMORIAL HOSPITAL,PETERSBURG,WV,pneumonia,15.5
PLATEAU MEDICAL CENTER,OAK HILL,WV,heart attack,15.6
PLATEAU MEDICAL CENTER,OAK HILL,WV,heart failure,10.1
PLATEAU MEDICAL CENTER,OAK HILL,WV,pneumonia,16.2
"MONTGOMERY GENERAL HOSPITAL, INC",MONTGOMERY,WV,heart attack,
"MONTGOMERY GENERAL HOSPITAL, INC",MONTGOMERY,WV,heart failure,11.7
"MONTGOMERY GENERAL HOSPITAL, INC",MONTGOMERY,WV,pneumonia,11.6
JEFFERSON MEMORIAL HOSPITAL,RANSON,WV,heart attack,
JEFFERSON MEMORIAL HOSPITAL,RANSON,WV,heart failure,13.7
JEFFERSON MEMORIAL HOSPITAL,RANSON,WV,pneumonia,14
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,STEVENS POINT,WI,heart attack,17.9
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,STEVENS POINT,WI,heart failure,11
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,STEVENS POINT,WI,pneumonia,11.9
"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",LA CROSSE,WI,heart attack,16.2
"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",LA CROSSE,WI,heart failure,13.6
"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",LA CROSSE,WI,pneumonia,12.3
WAUKESHA MEMORIAL HOSPITAL,WAUKESHA,WI,heart attack,16.4
WAUKESHA MEMORIAL HOSPITAL,WAUKESHA,WI,heart failure,9.3
WAUKESHA MEMORIAL HOSPITAL,WAUKESHA,WI,pneumonia,10.1
ST ELIZABETH HSPTL,APPLETON,WI,heart attack,18.6
ST ELIZABETH HSPTL,APPLETON,WI,heart failure,12.3
ST ELIZABETH HSPTL,APPLETON,WI,pneumonia,13
LAKEVIEW MED CENTER,RICE LAKE,WI,heart attack,
LAKEVIEW MED CENTER,RICE LAKE,WI,heart failure,11.5
LAKEVIEW MED CENTER,RICE LAKE,WI,pneumonia,11.4
SACRED HEART HSPTL,EAU CLAIRE,WI,heart attack,14.5
SACRED HEART HSPTL,EAU CLAIRE,WI,heart failure,13.2
SACRED HEART HSPTL,EAU CLAIRE,WI,pneumonia,11
ST JOSEPHS HSPTL,CHIPPEWA FALLS,WI,heart attack,
ST JOSEPHS HSPTL,CHIPPEWA FALLS,WI,heart failure,11.8
ST JOSEPHS HSPTL,CHIPPEWA FALLS,WI,pneumonia,11.8
MINISTRY ST MARYS HOSPITAL,RHINELANDER,WI,heart attack,15.8
MINISTRY ST MARYS HOSPITAL,RHINELANDER,WI,heart failure,12.4
MINISTRY ST MARYS HOSPITAL,RHINELANDER,WI,pneumonia,12.5
UNITED HSPTL SYS,KENOSHA,WI,heart attack,16.5
UNITED HSPTL SYS,KENOSHA,WI,heart failure,11.8
UNITED HSPTL SYS,KENOSHA,WI,pneumonia,13.4
"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",MEQUON,WI,heart attack,17.2
"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",MEQUON,WI,heart failure,14.4
"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",MEQUON,WI,pneumonia,12.6
THE MONROE CLINIC,MONROE,WI,heart attack,16.6
THE MONROE CLINIC,MONROE,WI,heart failure,11.3
THE MONROE CLINIC,MONROE,WI,pneumonia,10.5
TOMAH VA MEDICAL CENTER,TOMAH                         ,WI,heart attack,
TOMAH VA MEDICAL CENTER,TOMAH                         ,WI,heart failure,12.3
TOMAH VA MEDICAL CENTER,TOMAH                         ,WI,pneumonia,12.8
ASPIRUS WAUSAU HOSPITAL,WAUSAU,WI,heart attack,16.2
ASPIRUS WAUSAU HOSPITAL,WAUSAU,WI,heart failure,12
ASPIRUS WAUSAU HOSPITAL,WAUSAU,WI,pneumonia,13.9
RIVERVIEW HSPTL ASSOC,WISCONSIN RAPIDS,WI,heart attack,17.2
RIVERVIEW HSPTL ASSOC,WISCONSIN RAPIDS,WI,heart failure,13.7
RIVERVIEW HSPTL ASSOC,WISCONSIN RAPIDS,WI,pneumonia,11.2
AURORA MED CTR MANITOWOC CTY,TWO RIVERS,WI,heart attack,17.1
AURORA MED CTR MANITOWOC CTY,TWO RIVERS,WI,heart failure,13.2
AURORA MED CTR MANITOWOC CTY,TWO RIVERS,WI,pneumonia,11
AURORA SHEBOYGAN MEM MED CTR,SHEBOYGAN,WI,heart attack,16.1
AURORA SHEBOYGAN MEM MED CTR,SHEBOYGAN,WI,heart failure,13.4
AURORA SHEBOYGAN MEM MED CTR,SHEBOYGAN,WI,pneumonia,13.2
MINISTRY SAINT JOSEPH'S HOSPITAL,MARSHFIELD,WI,heart attack,15.9
MINISTRY SAINT JOSEPH'S HOSPITAL,MARSHFIELD,WI,heart failure,11
MINISTRY SAINT JOSEPH'S HOSPITAL,MARSHFIELD,WI,pneumonia,13.3
AURORA MED CENTER-WASHINGTON COUNTY,HARTFORD,WI,heart attack,13.9
AURORA MED CENTER-WASHINGTON COUNTY,HARTFORD,WI,heart failure,12.9
AURORA MED CENTER-WASHINGTON COUNTY,HARTFORD,WI,pneumonia,12.2
MILWAUKEE VA MEDICAL CENTER,MILWAUKEE                     ,WI,heart attack,14.7
MILWAUKEE VA MEDICAL CENTER,MILWAUKEE                     ,WI,heart failure,10.3
MILWAUKEE VA MEDICAL CENTER,MILWAUKEE                     ,WI,pneumonia,9.5
DIVINE SAVIOR HLTHCARE,PORTAGE,WI,heart attack,
DIVINE SAVIOR HLTHCARE,PORTAGE,WI,heart failure,12.1
DIVINE SAVIOR HLTHCARE,PORTAGE,WI,pneumonia,11.9
ST NICHOLAS HOSPITAL,SHEBOYGAN,WI,heart attack,17.3
ST NICHOLAS HOSPITAL,SHEBOYGAN,WI,heart failure,15.1
ST NICHOLAS HOSPITAL,SHEBOYGAN,WI,pneumonia,11.8
THEDA CLARK MED CTR,NEENAH,WI,heart attack,16.2
THEDA CLARK MED CTR,NEENAH,WI,heart failure,14.4
THEDA CLARK MED CTR,NEENAH,WI,pneumonia,9.7
MERCY MED CTR OF OSHKOSH,OSHKOSH,WI,heart attack,16.7
MERCY MED CTR OF OSHKOSH,OSHKOSH,WI,heart failure,10.8
MERCY MED CTR OF OSHKOSH,OSHKOSH,WI,pneumonia,11.3
BELLIN MEMORIAL HSPTL,GREEN BAY,WI,heart attack,11.8
BELLIN MEMORIAL HSPTL,GREEN BAY,WI,heart failure,11.4
BELLIN MEMORIAL HSPTL,GREEN BAY,WI,pneumonia,8.8
MADISON VA MEDICAL CENTER,MADISON                       ,WI,heart attack,16.1
MADISON VA MEDICAL CENTER,MADISON                       ,WI,heart failure,10.9
MADISON VA MEDICAL CENTER,MADISON                       ,WI,pneumonia,12.5
COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,MILWAUKEE,WI,heart attack,14.3
COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,MILWAUKEE,WI,heart failure,13.2
COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,MILWAUKEE,WI,pneumonia,12.4
ST CLARE HSPTL HLTH SVCS,BARABOO,WI,heart attack,
ST CLARE HSPTL HLTH SVCS,BARABOO,WI,heart failure,11.2
ST CLARE HSPTL HLTH SVCS,BARABOO,WI,pneumonia,14.9
AURORA MEMORIAL HSPTL BURLINGTON,BURLINGTON,WI,heart attack,14.2
AURORA MEMORIAL HSPTL BURLINGTON,BURLINGTON,WI,heart failure,12.7
AURORA MEMORIAL HSPTL BURLINGTON,BURLINGTON,WI,pneumonia,13.1
OCONOMOWOC MEM HSPTL,OCONOMOWOC,WI,heart attack,14.3
OCONOMOWOC MEM HSPTL,OCONOMOWOC,WI,heart failure,13.5
OCONOMOWOC MEM HSPTL,OCONOMOWOC,WI,pneumonia,14
ST JOSEPHS COM HSPTL WEST BEND,WEST BEND,WI,heart attack,14.8
ST JOSEPHS COM HSPTL WEST BEND,WEST BEND,WI,heart failure,11.9
ST JOSEPHS COM HSPTL WEST BEND,WEST BEND,WI,pneumonia,12.7
MERCY HLTH SYS CORP,JANESVILLE,WI,heart attack,16.9
MERCY HLTH SYS CORP,JANESVILLE,WI,heart failure,13.5
MERCY HLTH SYS CORP,JANESVILLE,WI,pneumonia,9.9
MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,EAU CLAIRE,WI,heart attack,14.2
MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,EAU CLAIRE,WI,heart failure,10.6
MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,EAU CLAIRE,WI,pneumonia,12.5
FORT HEALTHCARE,FORT ATKINSON,WI,heart attack,17.7
FORT HEALTHCARE,FORT ATKINSON,WI,heart failure,12
FORT HEALTHCARE,FORT ATKINSON,WI,pneumonia,14.3
ST VINCENT HSPTL,GREEN BAY,WI,heart attack,15.8
ST VINCENT HSPTL,GREEN BAY,WI,heart failure,12.3
ST VINCENT HSPTL,GREEN BAY,WI,pneumonia,11.9
BEAVER DAM COM HSPTL,BEAVER DAM,WI,heart attack,16.5
BEAVER DAM COM HSPTL,BEAVER DAM,WI,heart failure,11
BEAVER DAM COM HSPTL,BEAVER DAM,WI,pneumonia,11.8
WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,MILWAUKEE,WI,heart attack,18.2
WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,MILWAUKEE,WI,heart failure,10.3
WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,MILWAUKEE,WI,pneumonia,9.1
ST MARY'S HOSPITAL,MADISON,WI,heart attack,14.6
ST MARY'S HOSPITAL,MADISON,WI,heart failure,10.8
ST MARY'S HOSPITAL,MADISON,WI,pneumonia,9.2
GUNDERSEN LUTH MED CTR,LA CROSSE,WI,heart attack,15.6
GUNDERSEN LUTH MED CTR,LA CROSSE,WI,heart failure,12.5
GUNDERSEN LUTH MED CTR,LA CROSSE,WI,pneumonia,14.9
ST AGNES HSPTL,FOND DU LAC,WI,heart attack,15.5
ST AGNES HSPTL,FOND DU LAC,WI,heart failure,14.9
ST AGNES HSPTL,FOND DU LAC,WI,pneumonia,11
MERITER HSPTL,MADISON,WI,heart attack,14
MERITER HSPTL,MADISON,WI,heart failure,13.4
MERITER HSPTL,MADISON,WI,pneumonia,11.9
HOWARD YOUNG MED CTR,WOODRUFF,WI,heart attack,15.6
HOWARD YOUNG MED CTR,WOODRUFF,WI,heart failure,12.1
HOWARD YOUNG MED CTR,WOODRUFF,WI,pneumonia,11.8
SAUK PRAIRIE MEM HSPTL,PRAIRIE DU SAC,WI,heart attack,
SAUK PRAIRIE MEM HSPTL,PRAIRIE DU SAC,WI,heart failure,10.9
SAUK PRAIRIE MEM HSPTL,PRAIRIE DU SAC,WI,pneumonia,10.1
WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,RACINE,WI,heart attack,16.1
WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,RACINE,WI,heart failure,10.3
WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,RACINE,WI,pneumonia,13.5
ST MARYS HSPTL MED CTR,GREEN BAY,WI,heart attack,16.1
ST MARYS HSPTL MED CTR,GREEN BAY,WI,heart failure,14.8
